Skill_Programming,Skill_DataAnalysis,Skill_ML_AI,Skill_Cloud,Skill_WebDev,Skill_CyberSec,Skill_Communication,Skill_Teamwork,Skill_ProblemSolving,Skill_ProjectMgmt,Skill_Design,Skill_BusinessAnalysis,Skill_Statistics,Skill_Research,Skill_AI_Programming,Skill_DevOps,Skill_MobileDev,Skill_IoT,Skill_Language,Skill_Ethics,Job_Category,Course_Type
9.731161497295284,0.6676156724139521,-0.25211261249801664,4.231120322550304,1.4299575412498706,3.7260146157066445,0.24621767116879867,2.246841693358382,5.554315730635491,-14.301544039751699,0.25087901489396214,-2.4904556323151263,-6.830681077296849,-0.4777845513801522,-0.14985078305423594,-1.3326557801337697,2.986760161386547,-0.9311840300282017,0.3090987197284669,-1.1970539803606979,0,Design
0.11450031437946526,-0.10440459172098186,3.582324596588382,5.945636573407975,-0.5608081996811538,-0.45638806832311385,-4.003195583445759,-1.989323979335298,3.7825062739159603,-12.695042469382045,1.7845086046712937,-1.8080839476567268,-1.3513721252200166,-0.5465970266818565,1.7678648743345284,2.937676166090877,-0.7167147450604978,0.6966513758569941,-3.1627278983622507,-1.2974148200102267,0,Tech
4.2870287782743794,0.12867585049916475,-0.9882276860443633,0.7519059141603702,-2.143074136745826,-1.2079386841953217,0.31094912570719635,-3.029504293359567,-0.06738424396958416,-0.11726530269644804,-3.516069586140063,2.372792506361277,1.758607224771111,1.485702232325403,1.6899474239865506,0.8212996429882824,4.468057455946836,-0.20433591978302318,1.3094683208411908,3.2926886306862095,0,Design
-7.203775817724045,-0.01893153306944012,-7.0809795371061375,4.945671662483609,-4.539518309347637,2.802455287706587,2.305892044123613,0.1792360578664851,-11.320654859741959,-4.6847273841004915,-2.0679415997889397,-0.8862235109266317,0.8567832188253859,-3.7322369227342254,-1.8753414671238775,0.10881793174164489,0.5904490412437965,0.6679388798832198,-0.7722867461612167,-2.781612778505472,0,Design
-6.479830316044821,-1.776899972955979,-0.10662950376699465,0.3002002714642753,-6.788006905372533,-2.4860618883700334,-3.8660984063015142,-1.741409336140881,8.742784709671424,-6.258761807585608,-6.692019855302483,-7.485423075849895,-0.43686313590707004,1.263556627417399,1.9290112593971966,3.7256548150100874,3.557143380077127,0.19822062909791152,1.2134416977095357,0.15427473492497623,2,Tech
13.430963559569529,-0.24148733487173085,-0.5510438770677335,3.164306349833899,-0.24499004138549285,1.17140774094357,-3.5933794222201327,1.0439401939906168,8.428707640891973,-6.112881330792477,-1.734805139378078,1.448359816116004,-0.8829684130145269,2.3967499128457104,-1.1958075107158819,-0.7383568289220324,4.903998467680275,-1.190230227569841,0.056830601891066035,0.6601996069382086,0,Tech
5.655520166204891,0.28468546908479636,3.4130021441017595,-0.6717939184307977,-5.023113407438045,-2.044171698047091,0.00912411562317228,-0.8628761858286019,-1.4947649065375743,9.208429532761944,-3.3166991088944995,4.793580644171623,-0.8951331412824315,1.753064367388834,0.45733623384439226,1.0797680440250852,3.404616682198603,0.4438889388510075,1.0289181325949857,3.8001634712832395,0,Design
-2.9497785066350986,1.4470467218465628,-4.499680579766634,-1.31644885503475,-3.8296385794592855,-3.966626391535173,-2.414215793065693,-3.020930088264552,1.340083046006099,-8.999266283269748,-2.2270776298116095,-3.9956547243324505,0.43412757448901984,2.4690901638446636,2.2145515464038286,2.395564195119412,1.4745036473089876,-2.099232633489874,2.6631330739438956,5.425309975697669,2,Management
3.389520377484872,1.280671695395476,-0.9202799003841521,-3.36758436260656,5.065354425222121,1.4709134760855118,-1.4277597427144528,1.962832911640478,3.0475897508992156,-4.138103909050944,1.4374025990878359,-1.9831090059098555,-3.0646582262416118,-2.8807019777737013,-1.084295381911635,-4.4704609572709515,0.518937653340918,-1.5503416866081154,-0.8112984851656992,-3.576414956893787,2,Design
2.9765520623824817,0.5245088908174258,1.1631978391560736,0.09509574658242714,-1.8520313178192893,-1.1239436385134012,-0.18835557614416354,-1.5978959758418474,2.2295561958017545,1.2542261585085703,-2.6921458187683407,1.341859974996895,-2.698824955276299,3.3992150323471666,-1.0071276614322153,2.974674638789526,0.6169126926545228,0.593384455068292,0.7606375053074115,-0.5112012706677214,0,Design
-3.8931052495853504,-1.8885739877881798,2.4420377844069576,3.899959961539804,2.074481089921756,-6.458219232631978,1.0386325807062615,1.7359946609489825,6.875426842142107,-2.919175068589469,-0.7934326097882032,-2.0191902688556556,-0.7452816017326328,-1.6980615139119088,7.107336080475183,0.3865187237623473,-0.8137039646508795,-0.8894416278118247,5.0322474318134045,3.7196234175630583,1,Design
-3.51446747151677,0.9426771878191365,-1.323251115280647,-1.7844998953615403,-1.6000826621949122,1.6352329235406686,1.9877069719282692,0.525129435648476,-1.4124220846314401,8.601137145035723,-2.153483561775709,-0.5492609445954584,3.4403887903254153,1.715405695824601,-1.4346137173751214,-0.7677287394946418,-1.8021444715726869,-1.7648423980824373,-0.5372340058644433,1.732809858572532,2,Design
4.358671611295593,-0.8890152758991094,0.22267603321327067,-0.60599080421406,1.2271602035696905,1.183488292816918,-0.5363489588406217,4.743907871909036,2.1152655407395176,-6.223699772203651,-0.5091486209397694,-1.1366406737695578,-4.034064218708992,1.2871753570592468,3.9767877811313443,-0.959354141070262,2.3429340769363165,0.25128191893329765,-2.551092982052703,-0.2670973399932959,0,Tech
0.199684083130732,0.24378508159492726,-2.4250272842742695,-0.01469506691958089,3.891705775661922,0.42692906569124967,-0.1543982424650705,0.6326047572330883,9.40532888835889,-0.23771235904100033,-6.276827832476593,-3.043029420653215,-0.035702034054524656,2.5970432219606785,-2.480375729961513,-0.3446155797358794,-3.4251804147450384,0.6504145818574635,-0.14004891385876417,1.162436161928975,2,Design
-9.88591619604364,2.1208976191742477,-2.160941046444022,1.7027325247392995,-6.688322748252882,-0.03930882586943363,-1.534501749366111,1.0067113066519684,-0.5777467489159277,3.395978150054708,-1.9803665624797904,-4.532542351066653,3.2216122582398405,-0.09436923277207776,-2.096440625841582,0.7148222031849731,-1.732278425011193,2.14498703311166,-0.7499197997223386,-1.9701010667163348,0,Management
8.088219480272004,-0.46915556157143307,0.33018695168769696,3.7789598950638816,-3.708824190936476,-4.014330533220958,-3.621159483878676,-0.7440229961784226,0.5470102483346256,-6.258486939847016,1.1464991556278274,3.3294260473563217,-2.202039360278155,1.8897570234240701,-2.4700584173286924,3.8716165024295193,3.308195233903465,1.846801447887972,0.7408181280874873,2.183962313640704,0,Tech
5.8938588573550135,0.2639952956025862,1.65850434834483,1.0852803465293275,-2.1121483969935624,1.9524466602604946,-1.1331960780179036,1.3892020288081652,7.289712798723646,7.2318126667232585,-0.8128868607717971,0.052161032562973775,3.2526216116155995,2.710734363050328,-3.2555826910936214,-1.4801717535907533,-0.5994986686216105,-0.5972463107325191,1.0491787110583175,4.231246357258,2,Management
-2.225070041785354,1.564744888778898,-2.294494756742005,3.298856900786568,4.0216295531271244,-0.635159159033032,3.9048288943666574,-2.253609296534346,-3.4495932828577476,-12.29446407606591,0.016644431547207184,-1.689552743783933,0.6716243194892617,-3.2966560025502654,2.3311665606844127,-0.19756349740281465,2.638339256819896,-1.838355770422129,-1.681879936943477,0.621631292984194,0,Management
